overall_qual,log_gr_liv_area,garage_area,total_bsmt_sf,neighborhood,exterior_1st,exterior_2nd,exter_qual,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,heating_qc,kitchen_qual,fireplace_qu,garage_finish,saleprice
7,7.477604243197589,543.0,884.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,224900
7,7.143617602704121,453.0,1257.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,TA,Unf,176000
8,7.962763930168115,541.0,1683.0,NoRidge,HdBoard,HdBoard,Gd,PConc,Gd,No,GLQ,Ex,Gd,TA,Fin,285000
8,7.288927694521257,754.0,1485.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Gd,No Fireplace,Unf,282922
7,7.676473646389156,487.0,924.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,Ex,Gd,Gd,Fin,226000
8,7.853993087224244,666.0,1234.0,StoneBr,VinylSd,VinylSd,Ex,PConc,Ex,No,Unf,Ex,Ex,Gd,Fin,361919
9,7.936660155225426,670.0,1398.0,StoneBr,VinylSd,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,Fin,457347
8,7.463363045520021,529.0,966.0,ClearCr,Wd Sdng,Wd Sdng,Gd,CBlock,Gd,Gd,LwQ,Ex,Gd,Fa,Fin,279000
6,7.356918242356021,714.0,1567.0,Mitchel,Plywood,ImStucc,TA,PConc,TA,Gd,ALQ,TA,Gd,TA,RFn,196000
7,7.222566018822171,479.0,1090.0,NWAmes,HdBoard,HdBoard,TA,CBlock,Gd,No,Unf,TA,TA,TA,RFn,152000
5,7.876258882303226,968.0,1248.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,LwQ,TA,TA,No Fireplace,Unf,200000
8,7.371489295214277,754.0,1570.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Ex,No Fireplace,Fin,294900
7,7.27931883541462,788.0,1450.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,224243
6,7.198931240688173,528.0,832.0,Edwards,AsbShng,AsbShng,TA,BrkTil,Fa,No,Unf,TA,TA,No Fireplace,Unf,92000
7,7.283448228756631,400.0,728.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,Gd,Fin,179540
10,7.779885115070522,968.0,2392.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Ex,Fin,386250
4,6.899723107284872,297.0,530.0,MeadowV,CemntBd,CmentBd,TA,CBlock,Gd,Av,GLQ,TA,TA,No Fireplace,Fin,106500
10,7.604396348796338,812.0,1017.0,Somerst,VinylSd,VinylSd,Ex,PConc,Ex,Av,GLQ,Ex,Ex,Ex,Fin,310000
7,7.776954403322442,600.0,1066.0,NoRidge,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,TA,Fin,252000
7,7.406103381237015,240.0,918.0,Crawfor,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,Gd,TA,Gd,Unf,164000
7,7.283448228756631,400.0,728.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,Fin,177594
5,6.946975992135418,624.0,528.0,BrkSide,VinylSd,VinylSd,TA,CBlock,TA,No,Rec,Gd,TA,No Fireplace,Fin,123900
6,7.8724551500639794,864.0,1370.0,Crawfor,Wd Sdng,Stucco,TA,BrkTil,Gd,No,BLQ,TA,TA,Gd,Unf,239000
5,7.142036574706803,528.0,1068.0,Mitchel,Plywood,HdBoard,TA,CBlock,TA,No,Rec,TA,TA,TA,Unf,169000
7,7.350516171833998,420.0,1374.0,Blmngtn,VinylSd,VinylSd,Gd,PConc,Gd,Gd,Unf,Ex,Gd,TA,Fin,234000
6,7.160069207596127,541.0,957.0,Mitchel,Plywood,Plywood,TA,CBlock,Gd,Av,GLQ,TA,TA,Fa,RFn,173000
6,6.911747300251674,480.0,1004.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,ALQ,Ex,TA,TA,Fin,149000
7,7.057897937411856,483.0,1162.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,Mn,Unf,Ex,Gd,No Fireplace,Fin,170000
7,7.269616749608169,529.0,1436.0,Somerst,VinylSd,VinylSd,Gd,PConc,Ex,No,Unf,Ex,Gd,No Fireplace,Fin,225000
5,6.866933284461882,300.0,960.0,Sawyer,VinylSd,VinylSd,TA,CBlock,TA,No,GLQ,Ex,Gd,No Fireplace,Fin,144900
5,7.086737934510577,336.0,1196.0,Edwards,MetalSd,MetalSd,TA,CBlock,Gd,Gd,ALQ,TA,TA,No Fireplace,RFn,144000
8,7.145984467714388,430.0,1256.0,Blmngtn,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,TA,Fin,192000
5,6.93828448401696,230.0,1031.0,NAmes,Wd Sdng,Wd Sdng,Gd,CBlock,TA,No,GLQ,Gd,Gd,No Fireplace,Unf,145500
4,6.579251212010101,280.0,448.0,OldTown,MetalSd,MetalSd,TA,BrkTil,Fa,No,Unf,Ex,Fa,No Fireplace,Unf,86900
6,7.316548177182976,505.0,1505.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,BLQ,Ex,TA,TA,RFn,149500
5,6.860663671448287,240.0,920.0,Crawfor,MetalSd,MetalSd,TA,PConc,Fa,No,Unf,Ex,Fa,Gd,Unf,119750
6,7.313220387090301,564.0,750.0,CollgCr,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,173900
5,6.956545443151569,368.0,1050.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,136500
8,7.8961806086154915,618.0,2062.0,StoneBr,CemntBd,CmentBd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,Fin,270000
6,7.132497551660044,564.0,1602.0,ClearCr,BrkFace,Plywood,TA,CBlock,Gd,Gd,BLQ,Gd,TA,Gd,RFn,235000
7,7.265429723253953,400.0,384.0,Gilbert,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Ex,TA,TA,RFn,156000
5,7.01571242048723,576.0,1114.0,SawyerW,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,Unf,153000
6,7.109879463072272,402.0,1224.0,Mitchel,VinylSd,VinylSd,TA,PConc,Ex,No,GLQ,Ex,TA,No Fireplace,Fin,165000
9,7.825644732219989,656.0,1122.0,StoneBr,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Ex,Gd,Fin,325000
5,7.2115567333138015,528.0,728.0,Crawfor,VinylSd,VinylSd,TA,CBlock,TA,No,LwQ,Ex,TA,No Fireplace,Unf,140000
6,7.738052297689316,658.0,741.0,IDOTRR,HdBoard,HdBoard,TA,CBlock,TA,No,BLQ,Fa,TA,Gd,Unf,202500
9,7.43955930913332,1052.0,1702.0,NridgHt,MetalSd,MetalSd,Ex,PConc,Ex,No,GLQ,Ex,Ex,Gd,Fin,367294
6,7.319202458767849,600.0,1461.0,Timber,HdBoard,HdBoard,Gd,CBlock,Gd,Av,GLQ,Ex,Gd,Fa,RFn,175000
7,7.448333860897476,642.0,756.0,Crawfor,Wd Sdng,Wd Shng,TA,BrkTil,TA,No,ALQ,Gd,Gd,Gd,Unf,140000
7,7.122866658599083,528.0,1265.0,Timber,Plywood,Plywood,TA,CBlock,Gd,No,ALQ,Gd,Gd,No Fireplace,Unf,174000
7,7.061334366910438,400.0,856.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Gd,No Fireplace,Fin,190000
5,7.288927694521257,0.0,504.0,OldTown,VinylSd,VinylSd,Gd,CBlock,TA,No,Unf,Ex,TA,No Fireplace,No Garage,129000
6,7.409741954080923,510.0,1592.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,Mn,ALQ,Gd,Gd,Gd,RFn,200000
6,7.669495251007694,509.0,896.0,NAmes,VinylSd,VinylSd,TA,CBlock,Gd,No,Rec,TA,Gd,Gd,Fin,193500
6,6.9957661563048505,504.0,1092.0,NAmes,HdBoard,HdBoard,TA,CBlock,Gd,No,Rec,Ex,TA,No Fireplace,RFn,145000
7,7.421177528595393,451.0,1022.0,Crawfor,Stucco,Wd Sdng,Gd,BrkTil,TA,No,ALQ,Ex,TA,Gd,Unf,218000
5,7.305188215393037,569.0,0.0,Edwards,Wd Sdng,Wd Sdng,TA,Slab,No Basement,No,No Basement,Gd,TA,Ex,RFn,135000
5,7.392647520721623,240.0,1444.0,NAmes,Wd Sdng,Plywood,TA,CBlock,TA,Mn,LwQ,Ex,TA,Gd,RFn,146500
6,7.216709486709457,460.0,1362.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Gd,Av,ALQ,Ex,Gd,Gd,RFn,194700
7,7.1049654482698426,462.0,1218.0,Somerst,CemntBd,CmentBd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,Fin,230348
6,6.97354301952014,288.0,1124.0,OldTown,Wd Sdng,Wd Sdng,TA,BrkTil,Fa,No,ALQ,TA,TA,Gd,Unf,109500
6,7.393263094763838,576.0,1625.0,Mitchel,Plywood,Plywood,TA,CBlock,Gd,Gd,GLQ,TA,Fa,TA,Fin,242500
7,7.477038472319696,504.0,1064.0,StoneBr,HdBoard,HdBoard,Gd,PConc,Gd,No,GLQ,Gd,Gd,TA,RFn,239000
6,6.956545443151569,286.0,1050.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,ALQ,Ex,Gd,No Fireplace,RFn,156000
4,6.810142450115136,352.0,907.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,Ex,TA,No Fireplace,Unf,109008
2,6.739336627357174,256.0,0.0,IDOTRR,MetalSd,MetalSd,TA,BrkTil,No Basement,No,No Basement,Ex,TA,No Fireplace,Unf,68104
8,7.824445930877619,751.0,1242.0,NoRidge,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,TA,RFn,290000
5,7.097548850614793,504.0,1209.0,NAmes,HdBoard,HdBoard,TA,PConc,Gd,No,BLQ,Gd,TA,No Fireplace,RFn,159000
4,6.80903930604298,231.0,348.0,BrkSide,MetalSd,MetalSd,TA,PConc,TA,No,Rec,TA,TA,No Fireplace,Unf,87000
8,7.378383712996714,670.0,1581.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,TA,RFn,272000
7,7.197435354096591,502.0,1336.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,No Fireplace,Unf,198000
4,7.412160334945205,440.0,801.0,OldTown,MetalSd,MetalSd,TA,BrkTil,TA,No,Unf,Gd,TA,No Fireplace,Unf,119164
5,7.024649030453636,0.0,0.0,Edwards,Wd Sdng,Wd Sdng,TA,Slab,No Basement,No,No Basement,Gd,TA,Gd,No Garage,93000
7,7.545389749611823,431.0,982.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,TA,TA,RFn,226750
3,7.4377951216719325,420.0,978.0,OldTown,HdBoard,HdBoard,TA,CBlock,Fa,Mn,BLQ,TA,TA,No Fireplace,Unf,95000
6,7.255591274253665,312.0,780.0,BrkSide,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,139900
3,7.174724309836376,0.0,728.0,BrkSide,Wd Sdng,Plywood,TA,CBlock,TA,No,Unf,Ex,Fa,No Fireplace,No Garage,76500
4,6.51025834052315,308.0,672.0,OldTown,VinylSd,VinylSd,Gd,PConc,TA,No,Unf,Gd,TA,No Fireplace,Unf,86900
5,7.05617528410041,257.0,1113.0,Mitchel,Plywood,Plywood,TA,CBlock,TA,No,ALQ,Ex,Gd,No Fireplace,Unf,152500
4,6.835184586147301,286.0,911.0,Edwards,MetalSd,MetalSd,TA,CBlock,Gd,No,Rec,TA,TA,No Fireplace,RFn,99000
4,6.56244409369372,0.0,420.0,BrkSide,VinylSd,VinylSd,Fa,CBlock,TA,No,LwQ,Gd,Fa,No Fireplace,No Garage,82500
6,7.362010551259734,529.0,1575.0,SawyerW,Plywood,ImStucc,Gd,PConc,Gd,No,GLQ,Gd,Gd,No Fireplace,RFn,179200
5,6.965080345601407,286.0,1059.0,Sawyer,Plywood,Plywood,TA,CBlock,TA,No,ALQ,Gd,TA,No Fireplace,Fin,142500
4,6.912742820493176,440.0,1005.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,115400
7,7.564757012905729,650.0,1057.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,TA,Fin,226000
7,7.090076835776092,480.0,600.0,Somerst,MetalSd,MetalSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,144152
8,7.897296472595885,795.0,1765.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,Gd,Unf,Ex,Gd,Gd,Fin,370000
5,6.725033642166843,495.0,833.0,Mitchel,VinylSd,VinylSd,TA,CBlock,Gd,Mn,Rec,TA,Gd,No Fireplace,Unf,149900
6,7.283448228756631,429.0,728.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Gd,TA,No Fireplace,RFn,172785
5,6.761572768804055,720.0,864.0,NAmes,VinylSd,VinylSd,TA,CBlock,TA,No,ALQ,Gd,Gd,No Fireplace,RFn,129000
6,7.368970402194793,435.0,1362.0,NWAmes,HdBoard,HdBoard,TA,CBlock,Gd,No,Unf,TA,TA,TA,Unf,181000
5,7.222566018822171,300.0,1058.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,Av,BLQ,Ex,TA,TA,RFn,148000
6,6.81783057145415,0.0,914.0,Edwards,VinylSd,VinylSd,TA,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,No Garage,117250
7,7.349230824613334,430.0,1373.0,Blmngtn,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,TA,Fin,192500
6,7.349873704738337,452.0,716.0,Blueste,MetalSd,MetalSd,TA,CBlock,Gd,No,LwQ,TA,TA,TA,Fin,151000
5,6.782192056006791,461.0,882.0,CollgCr,VinylSd,VinylSd,TA,CBlock,TA,No,LwQ,TA,TA,No Fireplace,Unf,112500
5,7.062191632286556,495.0,915.0,BrkSide,Stucco,Stucco,TA,BrkTil,TA,No,BLQ,TA,TA,Gd,Unf,144000
9,7.495541943884256,944.0,1800.0,NridgHt,MetalSd,MetalSd,Ex,PConc,Ex,No,GLQ,Ex,Ex,Gd,RFn,370967
6,7.283448228756631,440.0,855.0,NPkVill,Plywood,Brk Cmn,TA,CBlock,TA,No,ALQ,TA,Gd,TA,Unf,149900
7,7.414572881350589,493.0,831.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,195000
7,7.301147805856032,392.0,384.0,Gilbert,HdBoard,HdBoard,TA,PConc,Gd,No,Unf,Gd,Gd,TA,Fin,163900
6,7.327780538421631,552.0,1190.0,ClearCr,Wd Sdng,Wd Sdng,TA,PConc,Gd,No,BLQ,Ex,TA,TA,Fin,182000
9,7.618742377670413,780.0,2190.0,Timber,CemntBd,CmentBd,Ex,CBlock,Ex,Gd,GLQ,Ex,Ex,Ex,Fin,410000
5,7.374629015218945,672.0,1582.0,Mitchel,HdBoard,HdBoard,TA,PConc,Gd,No,BLQ,TA,TA,No Fireplace,Unf,152000
7,7.430114138561801,462.0,891.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,Fin,184000
7,7.203405521083095,784.0,1344.0,Mitchel,VinylSd,VinylSd,TA,PConc,Gd,Gd,GLQ,Ex,TA,No Fireplace,Fin,206300
5,7.409741954080923,928.0,1652.0,Mitchel,Plywood,Plywood,TA,CBlock,TA,No,BLQ,TA,TA,No Fireplace,Unf,146500
4,7.198183577101943,263.0,832.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,108000
7,7.560080465021827,487.0,570.0,NWAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Unf,Gd,Gd,TA,RFn,170000
6,6.742880635791903,420.0,848.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,No Fireplace,RFn,145000
7,6.961296045910167,440.0,1057.0,NPkVill,Plywood,Brk Cmn,TA,CBlock,Gd,No,ALQ,TA,TA,Fa,RFn,123000
6,7.1631723908466425,431.0,1291.0,ClearCr,Wd Sdng,Wd Sdng,TA,PConc,Gd,Mn,GLQ,Ex,Gd,Gd,Unf,173000
6,6.579251212010101,484.0,624.0,OldTown,VinylSd,VinylSd,TA,BrkTil,TA,No,Unf,Gd,TA,No Fireplace,Unf,105900
4,6.895682697747868,297.0,462.0,MeadowV,CemntBd,CmentBd,TA,CBlock,Gd,Gd,GLQ,TA,TA,No Fireplace,Unf,91000
5,7.328437352895162,295.0,1067.0,Crawfor,BrkComm,Brk Cmn,TA,BrkTil,TA,No,BLQ,Fa,Fa,TA,Unf,158000
7,7.454719949364001,572.0,864.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,190000
8,7.122059881629142,477.0,1230.0,Veenker,BrkFace,BrkFace,Gd,PConc,Gd,Gd,LwQ,Ex,Gd,Fa,Fin,217500
5,7.578145472419466,356.0,1151.0,IDOTRR,WdShing,Wd Shng,TA,CBlock,TA,No,ALQ,Gd,TA,No Fireplace,Fin,165500
7,7.355001921105257,234.0,704.0,Crawfor,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,Ex,Fa,Gd,Unf,174500
4,7.093404625868766,312.0,416.0,Edwards,Wd Sdng,Wd Sdng,TA,CBlock,Ex,Av,Unf,Gd,TA,No Fireplace,Unf,100000
6,7.192182058713246,312.0,1329.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,ALQ,TA,Gd,No Fireplace,Unf,172000
5,6.778784897685177,440.0,864.0,CollgCr,HdBoard,HdBoard,TA,CBlock,TA,No,BLQ,TA,TA,No Fireplace,Unf,120000
4,6.734591659972948,294.0,721.0,SawyerW,Wd Sdng,AsbShng,Fa,CBlock,TA,No,Unf,Gd,TA,No Fireplace,Unf,82000
6,7.179307969504034,649.0,784.0,NAmes,VinylSd,VinylSd,TA,CBlock,TA,No,Unf,Ex,TA,No Fireplace,Unf,127000
6,7.629489916393995,396.0,735.0,OldTown,AsbShng,AsbShng,TA,BrkTil,Gd,No,Rec,Fa,TA,Gd,Unf,129500
8,7.215239978730097,565.0,1220.0,StoneBr,HdBoard,HdBoard,Gd,CBlock,Gd,Av,GLQ,Gd,Gd,Ex,RFn,187500
8,7.487733761436444,715.0,1778.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Gd,Gd,RFn,300000
6,7.597396320212795,495.0,825.0,NWAmes,HdBoard,HdBoard,TA,CBlock,TA,No,Rec,Gd,TA,Gd,RFn,190000
4,7.216709486709457,280.0,951.0,Edwards,MetalSd,MetalSd,Fa,BrkTil,TA,No,Unf,Fa,TA,No Fireplace,Unf,96000
7,7.346010209913293,438.0,1092.0,Somerst,CemntBd,CmentBd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,Fin,241000
5,7.436027816351848,349.0,1140.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,Unf,TA,TA,TA,RFn,143900
4,6.9957661563048505,286.0,546.0,MeadowV,CemntBd,CmentBd,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,87550
9,7.468513271496337,576.0,1752.0,NridgHt,MetalSd,MetalSd,Ex,PConc,Ex,No,GLQ,Ex,Ex,Gd,RFn,319900
9,7.813187267521416,675.0,1094.0,StoneBr,VinylSd,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Gd,Gd,Fin,356383
9,7.495541943884256,702.0,1800.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Ex,No,Unf,Ex,Ex,No Fireplace,Fin,239000
7,7.69484807238461,783.0,1080.0,NoRidge,VinylSd,VinylSd,Gd,PConc,Gd,Av,BLQ,Ex,Gd,Gd,Fin,287500
5,7.231287004327616,660.0,720.0,OldTown,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,128500
7,7.457609289715606,433.0,847.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,Fin,185088
7,7.245655067594535,625.0,1402.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,229800
5,6.787844982309579,288.0,864.0,Mitchel,Plywood,HdBoard,TA,CBlock,TA,No,ALQ,TA,TA,No Fireplace,RFn,124500
5,6.957497370876951,504.0,1051.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,ALQ,Gd,TA,No Fireplace,RFn,142000
6,7.31986492980897,216.0,755.0,SWISU,MetalSd,MetalSd,TA,PConc,TA,No,BLQ,Ex,TA,No Fireplace,Unf,149000
5,7.412160334945205,506.0,1656.0,NWAmes,Plywood,Plywood,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,135000
6,6.86484777797086,440.0,1078.0,NPkVill,Plywood,Plywood,TA,CBlock,Gd,No,ALQ,TA,TA,TA,RFn,128000
8,8.07961802938984,546.0,3200.0,NoRidge,BrkFace,BrkFace,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,RFn,430000
5,6.946975992135418,686.0,1040.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Fin,145000
5,7.1308988302963465,552.0,661.0,Crawfor,Wd Sdng,Wd Shng,TA,PConc,TA,No,Unf,Ex,TA,Gd,Unf,139000
6,7.532623618788788,477.0,585.0,NWAmes,VinylSd,VinylSd,TA,CBlock,Gd,No,Unf,Ex,TA,TA,Fin,178000
10,7.933796874815411,1150.0,1620.0,NridgHt,CemntBd,CmentBd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Ex,Fin,460000
6,7.665753431861699,441.0,844.0,BrkSide,Wd Sdng,Wd Shng,TA,BrkTil,TA,No,Unf,Gd,Gd,No Fireplace,Unf,214500
5,7.564238475170491,0.0,686.0,SWISU,VinylSd,VinylSd,TA,PConc,TA,Mn,Unf,Gd,TA,No Fireplace,No Garage,160000
7,7.630461261783627,390.0,992.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,ALQ,Ex,Gd,TA,RFn,214000
6,7.228388451573604,162.0,901.0,OldTown,Wd Sdng,Wd Sdng,TA,PConc,TA,No,Unf,Gd,Gd,No Fireplace,Unf,128900
4,7.3914152346753585,1356.0,1249.0,Mitchel,MetalSd,MetalSd,TA,CBlock,TA,Av,BLQ,Ex,TA,TA,Fin,168000
8,7.539027055823995,880.0,955.0,Somerst,WdShing,Wd Shng,Gd,PConc,Ex,Av,GLQ,Ex,Ex,Gd,Fin,310013
8,6.992096427415888,461.0,1074.0,StoneBr,HdBoard,HdBoard,Gd,CBlock,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,170000
5,6.946975992135418,286.0,1040.0,NAmes,BrkFace,Wd Sdng,TA,CBlock,TA,No,LwQ,TA,TA,No Fireplace,RFn,133700
6,7.31455283232408,180.0,602.0,Crawfor,Wd Sdng,Wd Sdng,TA,PConc,TA,No,Unf,TA,Gd,TA,Unf,165000
6,6.894670039433482,264.0,483.0,BrDale,HdBoard,HdBoard,TA,CBlock,TA,No,ALQ,TA,TA,No Fireplace,Unf,89500
6,6.9985096422506015,264.0,588.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,Gd,ALQ,TA,TA,No Fireplace,RFn,140000
7,7.443663683115591,380.0,970.0,Edwards,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,Unf,134000
6,7.456454555176209,462.0,836.0,SawyerW,HdBoard,HdBoard,Gd,PConc,Gd,No,ALQ,Ex,Gd,No Fireplace,RFn,248500
4,6.866933284461882,364.0,648.0,Sawyer,VinylSd,VinylSd,TA,CBlock,TA,Av,GLQ,Ex,TA,No Fireplace,Unf,145000
6,7.347299700743164,434.0,713.0,NWAmes,VinylSd,VinylSd,TA,CBlock,Gd,No,ALQ,TA,TA,TA,RFn,179900
8,7.492760300922379,895.0,1795.0,Somerst,VinylSd,VinylSd,Gd,PConc,Ex,Av,Unf,Ex,Gd,Gd,RFn,147000
5,7.149916836132109,576.0,624.0,Mitchel,HdBoard,HdBoard,TA,PConc,Gd,No,Rec,Gd,TA,No Fireplace,Unf,136000
6,7.086737934510577,576.0,572.0,BrkSide,MetalSd,MetalSd,TA,CBlock,TA,No,LwQ,Ex,TA,Gd,Unf,128000
4,6.556778356158042,220.0,560.0,Sawyer,MetalSd,MetalSd,TA,CBlock,Fa,No,Unf,Ex,Fa,No Fireplace,Unf,88750
5,6.879355804460439,305.0,972.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,122500
6,7.284820912568604,330.0,912.0,NAmes,VinylSd,VinylSd,TA,CBlock,TA,No,Unf,TA,TA,Gd,Unf,97500
6,6.915723448631314,430.0,1008.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,RFn,135000
9,7.510977752014095,774.0,1822.0,NridgHt,CemntBd,CmentBd,Ex,PConc,Ex,Av,GLQ,Ex,Gd,Gd,Unf,314813
3,7.330405211844402,0.0,1013.0,IDOTRR,Plywood,Plywood,Fa,CBlock,TA,No,Unf,TA,Fa,No Fireplace,No Garage,85000
6,7.069874128458572,624.0,698.0,BrkSide,MetalSd,MetalSd,Gd,BrkTil,TA,No,Unf,TA,TA,No Fireplace,Unf,134900
5,6.963189985870238,288.0,1057.0,Edwards,MetalSd,MetalSd,TA,CBlock,TA,Mn,Unf,Gd,Gd,No Fireplace,Unf,137000
8,7.655864017616056,839.0,2109.0,NoRidge,MetalSd,MetalSd,Gd,PConc,Gd,Gd,GLQ,Ex,Gd,TA,Fin,350000
5,7.234898420314831,300.0,943.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,Mn,ALQ,TA,TA,TA,RFn,145000
9,7.922261058353247,814.0,1704.0,NridgHt,MetalSd,MetalSd,Gd,PConc,Ex,Gd,Unf,Ex,Ex,Ex,Fin,418000
3,6.733401891837359,250.0,798.0,OldTown,Wd Sdng,Wd Sdng,TA,PConc,TA,No,Unf,Gd,Fa,No Fireplace,Unf,64000
5,7.326465613840322,281.0,793.0,SWISU,VinylSd,Stucco,TA,BrkTil,TA,No,Rec,Ex,TA,No Fireplace,Unf,159434
8,7.340835554123275,852.0,1542.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,Unf,260261
5,7.233455418621439,720.0,910.0,NAmes,BrkFace,Wd Sdng,TA,CBlock,TA,No,Rec,Fa,TA,No Fireplace,Unf,166000
5,6.841615476477592,288.0,896.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,Av,ALQ,TA,TA,Po,RFn,130000
5,7.160845906664299,240.0,824.0,SWISU,Wd Sdng,Wd Sdng,TA,CBlock,Fa,No,LwQ,TA,TA,No Fireplace,Unf,112000
5,7.028201432058005,525.0,1120.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,Mn,ALQ,Gd,TA,No Fireplace,RFn,155000
